rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
88,2026,PRE,1,Preseason Week 1,00-0026158,Joe Flacco,CIN,ACT,18,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",TEAM_BLEND,31.9,6.81,219.1,22,2025.0,283.4,245.1,245.7,245.1,251.6,41.0,41.0,41.0,6.75,5.88,5.88,40.1,6.34,259.5,104.08212744389199,NFL_HISTORY,40.1,11.0,AUTO_PRESEASON_USAGE,starter_like,98.2,51.1,33.0,63.8,98.0,132.4,163.4,48.4,COIN FLIP,40.7,COIN FLIP,33.4,LOW,26.5,LOW,20.6,VERY LOW,15.5,VERY LOW,11.2,VERY LOW,7.9,VERY LOW,5.3,VERY LOW,3.5,VERY LOW,2.2,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,92.1,85.2,69.9,48.7,33.3,23.5,QB_3_SEASON_GAME_BOOTSTRAP,966,25,38.6,35.0,DET,home,2026_PRE_W1_DET_CIN,,DET at CIN
89,2026,PRE,1,Preseason Week 1,00-0032950,Carson Wentz,MIN,ACT,10,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is",TEAM_BLEND,28.9,6.87,199.7,7,2025.0,243.2,211.0,211.0,243.2,98.0,33.8,30.0,33.8,7.2,6.93,7.2,32.3,7.09,211.8,90.12834192976635,NFL_HISTORY,32.3,11.0,AUTO_PRESEASON_USAGE,starter_like,98.0,52.8,30.2,62.3,98.0,133.5,165.8,48.5,COIN FLIP,41.0,COIN FLIP,33.8,LOW,27.2,LOW,21.3,VERY LOW,16.4,VERY LOW,12.1,VERY LOW,8.7,VERY LOW,6.1,VERY LOW,4.1,VERY LOW,2.7,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.7,94.0,71.1,48.8,34.1,17.7,QB_3_SEASON_GAME_BOOTSTRAP,239,8,29.9,34.8,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
90,2026,PRE,1,Preseason Week 1,00-0038400,Tanner McKee,PHI,ACT,3,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oveivzhzv13jrfvkp8zg",TEAM_BLEND,28.3,7.09,198.5,2,2025.0,255.0,255.0,255.0,241.0,269.0,40.5,40.5,40.0,6.29,6.29,6.03,39.2,6.33,254.3,19.79898987322333,LIMITED_NFL_HISTORY,39.2,11.0,AUTO_PRESEASON_USAGE,starter_like,97.3,25.0,65.2,80.4,97.3,114.1,129.3,45.7,COIN FLIP,30.6,LOW,18.2,VERY LOW,9.5,VERY LOW,4.3,VERY LOW,1.7,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.7,94.5,87.2,35.4,34.8,6.4,QB_3_SEASON_GAME_BOOTSTRAP,93,4,23.2,22.8,BAL,away,2026_PRE_W1_PHI_BAL,,PHI at BAL
91,2026,PRE,1,Preseason Week 1,00-0039732,Bo Nix,DEN,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/igirshmrr6lqtxcpxsea",TEAM_BLEND,31.1,6.78,210.9,34,2025.0,237.8,237.5,236.6,231.2,222.1,36.0,35.6,36.0,6.57,6.65,6.43,35.4,6.59,233.9,78.13607844907571,NFL_HISTORY,35.4,11.0,AUTO_PRESEASON_USAGE,starter_like,96.7,42.1,42.9,68.4,96.8,125.4,151.1,46.9,COIN FLIP,37.6,LOW,29.1,LOW,21.6,VERY LOW,15.4,VERY LOW,10.5,VERY LOW,6.8,VERY LOW,4.2,VERY LOW,2.4,VERY LOW,1.3,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.4,88.1,74.9,58.4,43.7,30.1,QB_3_SEASON_GAME_BOOTSTRAP,1301,36,36.1,37.5,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
92,2026,PRE,1,Preseason Week 1,00-0040415,Connor Bazelak,TB,ACT,1,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bac9zwjhpy5rbcr6zrug",TEAM_BLEND,30.3,6.93,211.4,0,,,,,,,,,,,,,30.3,6.93,211.4,76.75703374112926,TEAM_PRIOR_NO_NFL_HISTORY,30.3,11.0,AUTO_PRESEASON_USAGE,starter_like,96.5,51.8,29.9,61.6,96.6,131.6,163.0,47.3,COIN FLIP,39.8,LOW,32.6,LOW,26.0,LOW,20.1,VERY LOW,15.1,VERY LOW,11.1,VERY LOW,7.8,VERY LOW,5.3,VERY LOW,3.5,VERY LOW,2.3,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,98.0,91.7,78.0,64.5,41.8,28.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1933,54,35.8,36.4,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
93,2026,PRE,1,Preseason Week 1,00-0038391,Sean Clifford,CIN,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aox0jnclewicjmdydbmq",TEAM_BLEND,31.9,6.81,219.1,0,,,,,,,,,,,,,31.9,6.81,219.1,77.8580738998541,TEAM_PRIOR_NO_NFL_HISTORY,31.9,11.0,AUTO_PRESEASON_USAGE,starter_like,96.5,51.2,31.1,62.1,96.8,131.2,162.2,47.5,COIN FLIP,39.8,LOW,32.5,LOW,25.8,LOW,19.9,VERY LOW,14.9,VERY LOW,10.8,VERY LOW,7.6,VERY LOW,5.1,VERY LOW,3.3,VERY LOW,2.1,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.9,91.5,72.6,52.1,38.3,27.2,TEAM_3_SEASON_GAME_BOOTSTRAP,2048,51,40.2,39.2,DET,home,2026_PRE_W1_DET_CIN,,DET at CIN
94,2026,PRE,1,Preseason Week 1,00-0035282,Easton Stick,IND,ACT,7,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xnf9udjxld0xenf4zagy",TEAM_BLEND,29.9,6.94,207.5,5,2023.0,225.8,225.8,225.8,225.8,,34.8,34.8,34.8,6.66,6.66,6.66,34.3,6.69,225.8,32.980297148449104,NFL_HISTORY,34.3,11.0,AUTO_PRESEASON_USAGE,starter_like,96.4,25.0,64.3,79.4,96.5,113.3,128.7,44.3,COIN FLIP,29.3,LOW,17.4,VERY LOW,9.1,VERY LOW,4.2,VERY LOW,1.7,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.8,89.5,75.8,55.3,28.8,14.7,QB_3_SEASON_GAME_BOOTSTRAP,188,5,37.6,42.2,NE,away,2026_PRE_W1_IND_NE,,IND at NE
95,2026,PRE,1,Preseason Week 1,00-0034855,Baker Mayfield,TB,ACT,8,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm",TEAM_BLEND,30.3,6.93,211.4,51,2025.0,218.6,192.6,220.7,217.2,264.7,31.2,29.8,31.9,6.98,6.28,6.83,30.9,6.76,220.3,88.81745737748746,NFL_HISTORY,30.9,11.0,AUTO_PRESEASON_USAGE,starter_like,96.2,51.2,30.4,61.6,95.9,130.3,161.5,46.8,COIN FLIP,39.1,LOW,31.9,LOW,25.2,LOW,19.4,VERY LOW,14.5,VERY LOW,10.5,VERY LOW,7.4,VERY LOW,5.0,VERY LOW,3.3,VERY LOW,2.1,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,98.0,91.5,77.5,63.9,41.1,28.3,QB_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,36.1,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
96,2026,PRE,1,Preseason Week 1,00-0039577,Kedon Slovis,ARI,ACT,2,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nyfoex8q88tq9fatpleo",TEAM_BLEND,31.5,6.83,215.0,0,,,,,,,,,,,,,31.5,6.83,215.0,67.84229878654799,TEAM_PRIOR_NO_NFL_HISTORY,31.5,11.0,AUTO_PRESEASON_USAGE,starter_like,96.1,44.9,38.4,65.7,95.7,126.3,153.5,46.2,COIN FLIP,37.7,LOW,29.7,LOW,22.4,VERY LOW,16.2,VERY LOW,11.4,VERY LOW,7.7,VERY LOW,5.0,VERY LOW,3.1,VERY LOW,1.8,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.8,91.6,75.8,53.9,34.2,22.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1888,51,37.0,33.5,LV,away,2026_PRE_W1_ARI_LV,,ARI at LV
97,2026,PRE,1,Preseason Week 1,00-0023459,Aaron Rodgers,PIT,ACT,21,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",TEAM_BLEND,29.5,6.83,201.6,33,2025.0,247.2,205.2,205.2,207.6,229.2,37.6,32.6,31.1,6.74,6.41,6.79,34.3,6.67,224.0,57.002767585606556,NFL_HISTORY,34.3,11.0,AUTO_PRESEASON_USAGE,starter_like,96.0,34.0,52.6,73.0,95.8,118.8,139.4,45.1,COIN FLIP,33.7,LOW,23.8,VERY LOW,15.7,VERY LOW,9.7,VERY LOW,5.7,VERY LOW,3.0,VERY LOW,1.4,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,94.4,88.5,73.7,55.3,39.8,22.6,QB_3_SEASON_GAME_BOOTSTRAP,1195,35,34.1,35.7,GB,home,2026_PRE_W1_GB_PIT,,GB at PIT
98,2026,PRE,1,Preseason Week 1,00-0036898,Davis Mills,HOU,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy",TEAM_BLEND,29.7,6.74,200.6,8,2025.0,178.4,156.0,156.0,178.4,103.5,31.0,27.6,31.0,5.37,5.49,5.37,30.0,5.56,160.4,97.63568483910285,NFL_HISTORY,30.0,15.0,AUTO_PRESEASON_USAGE,veteran_backup,95.0,64.1,12.7,51.7,94.7,138.2,177.3,46.8,COIN FLIP,40.7,COIN FLIP,34.8,LOW,29.2,LOW,24.1,VERY LOW,19.6,VERY LOW,15.6,VERY LOW,12.1,VERY LOW,9.3,VERY LOW,6.9,VERY LOW,5.0,VERY LOW,3.5,VERY LOW,2.5,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.8,61.2,57.1,26.6,15.0,4.8,QB_3_SEASON_GAME_BOOTSTRAP,250,16,15.6,17.2,LAC,home,2026_PRE_W1_LAC_HOU,,LAC at HOU
99,2026,PRE,1,Preseason Week 1,00-0036879,Sam Ehlinger,DEN,ACT,5,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntaqj7ts4bvck59gqecf",TEAM_BLEND,31.1,6.78,210.9,0,,,,,,,,,,,,,31.1,6.78,210.9,67.93773543174798,TEAM_PRIOR_NO_NFL_HISTORY,31.1,11.0,AUTO_PRESEASON_USAGE,starter_like,95.0,45.3,37.3,64.6,95.0,125.4,153.1,45.6,COIN FLIP,36.9,LOW,29.0,LOW,21.9,VERY LOW,15.9,VERY LOW,11.2,VERY LOW,7.5,VERY LOW,4.8,VERY LOW,3.0,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.4,89.7,76.1,58.2,44.1,32.4,TEAM_3_SEASON_GAME_BOOTSTRAP,1909,54,35.4,38.4,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
100,2026,PRE,1,Preseason Week 1,00-0036679,Shane Buechele,BUF,ACT,5,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f8debemuxxzrosthavuu",TEAM_BLEND,29.1,7.09,208.5,1,2025.0,88.0,88.0,88.0,88.0,,14.0,14.0,14.0,6.29,6.29,6.29,15.5,6.38,88.0,74.83796907649861,LIMITED_NFL_HISTORY,15.5,15.0,AUTO_PRESEASON_USAGE,veteran_backup,94.6,79.5,0.0,40.6,93.8,147.5,196.3,46.9,COIN FLIP,41.9,COIN FLIP,36.9,LOW,32.3,LOW,28.0,LOW,24.1,VERY LOW,20.4,VERY LOW,17.1,VERY LOW,14.1,VERY LOW,11.5,VERY LOW,9.2,VERY LOW,7.3,VERY LOW,5.7,VERY LOW,4.4,VERY LOW,3.4,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,99.3,93.7,78.2,62.5,46.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1924,58,33.2,39.7,CAR,home,2026_PRE_W1_CAR_BUF,,CAR at BUF
101,2026,PRE,1,Preseason Week 1,00-0040206,Riley Leonard,IND,ACT,1,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzdcrhp4p5kjmuhn7yay",TEAM_BLEND,29.9,6.94,207.5,2,2025.0,207.5,207.5,207.5,207.5,,31.5,31.5,31.5,6.47,6.47,6.47,31.3,6.53,207.5,88.38834764831844,LIMITED_NFL_HISTORY,31.3,11.0,AUTO_PRESEASON_USAGE,starter_like,92.1,53.6,23.6,56.0,92.4,128.3,160.9,44.3,COIN FLIP,37.0,LOW,30.1,LOW,24.0,VERY LOW,18.6,VERY LOW,14.1,VERY LOW,10.3,VERY LOW,7.3,VERY LOW,5.0,VERY LOW,3.3,VERY LOW,2.1,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,38.8,33.9,31.6,26.7,20.5,13.5,QB_3_SEASON_GAME_BOOTSTRAP,70,5,14.0,19.0,NE,away,2026_PRE_W1_IND_NE,,IND at NE
102,2026,PRE,1,Preseason Week 1,00-0040494,Max Brosmer,MIN,ACT,1,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp7hya1uwgvty3grdnjq",TEAM_BLEND,28.9,6.87,199.7,4,2025.0,71.5,71.5,71.5,71.5,,15.8,15.8,15.8,5.07,5.07,5.07,17.1,5.29,71.5,36.42801120017397,NFL_HISTORY,17.1,18.0,AUTO_PRESEASON_USAGE,young_backup,91.6,48.5,29.9,59.2,91.8,124.1,153.7,43.3,COIN FLIP,35.4,LOW,27.8,LOW,21.3,VERY LOW,15.8,VERY LOW,11.4,VERY LOW,7.9,VERY LOW,5.3,VERY LOW,3.4,VERY LOW,2.1,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,81.8,59.1,42.4,8.9,0.0,QB_3_SEASON_GAME_BOOTSTRAP,85,6,14.2,16.8,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
103,2026,PRE,1,Preseason Week 1,00-0035100,Jake Browning,TB,ACT,7,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzyh6yum2w3c6xrkndla",TEAM_BLEND,30.3,6.93,211.4,12,2025.0,182.6,239.8,224.4,189.2,,29.6,32.6,31.0,6.1,7.32,6.0,30.7,6.5,202.5,72.37499807160103,NFL_HISTORY,30.7,11.0,AUTO_PRESEASON_USAGE,starter_like,91.1,44.0,34.6,61.6,91.5,121.1,148.1,42.3,COIN FLIP,33.6,LOW,25.8,LOW,19.1,VERY LOW,13.6,VERY LOW,9.3,VERY LOW,6.1,VERY LOW,3.7,VERY LOW,2.3,VERY LOW,1.3,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,91.1,86.5,66.7,49.1,38.9,23.8,QB_3_SEASON_GAME_BOOTSTRAP,402,14,28.7,38.6,NYJ,away,2026_PRE_W1_TB_NYJ,,TB at NYJ
104,2026,PRE,1,Preseason Week 1,00-0035704,Drew Lock,SEA,ACT,7,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0xz0hu8s0lpbwlr0bzj",TEAM_BLEND,29.1,7.24,209.5,8,2024.0,212.4,193.1,193.1,178.0,238.5,34.4,30.5,30.0,6.75,6.19,5.75,32.0,6.44,203.7,84.02786820020978,NFL_HISTORY,32.0,11.0,AUTO_PRESEASON_USAGE,starter_like,90.8,47.4,30.0,58.6,90.8,123.0,151.7,42.4,COIN FLIP,34.4,LOW,27.0,LOW,20.5,VERY LOW,15.1,VERY LOW,10.6,VERY LOW,7.2,VERY LOW,4.7,VERY LOW,3.0,VERY LOW,1.8,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,66.5,53.1,38.2,28.9,23.7,QB_3_SEASON_GAME_BOOTSTRAP,280,12,23.3,25.4,DAL,home,2026_PRE_W1_DAL_SEA,,DAL at SEA
105,2026,PRE,1,Preseason Week 1,00-0039376,Spencer Rattler,NO,ACT,2,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6",TEAM_BLEND,29.6,6.82,201.0,15,2025.0,189.4,204.4,193.5,198.2,188.1,27.4,33.4,32.0,6.88,6.25,6.34,30.1,6.59,194.4,45.48824801715299,NFL_HISTORY,30.1,11.0,AUTO_PRESEASON_USAGE,starter_like,90.8,30.9,50.9,69.8,90.6,111.5,130.6,38.1,LOW,26.5,LOW,17.2,VERY LOW,10.3,VERY LOW,5.6,VERY LOW,2.8,VERY LOW,1.3,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,91.8,84.6,64.4,44.9,30.2,19.2,QB_3_SEASON_GAME_BOOTSTRAP,526,16,32.9,34.3,JAX,home,2026_PRE_W1_JAX_NO,,JAX at NO
106,2026,PRE,1,Preseason Week 1,00-0035228,Kyler Murray,MIN,ACT,7,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",TEAM_BLEND,28.9,6.87,199.7,30,2025.0,192.4,221.0,232.1,192.4,226.5,32.2,34.4,32.2,6.19,6.51,6.19,32.5,6.36,207.2,38.290570835239706,NFL_HISTORY,32.5,11.0,AUTO_PRESEASON_USAGE,starter_like,90.5,28.0,54.3,71.5,90.4,109.4,126.4,36.8,LOW,24.3,VERY LOW,14.6,VERY LOW,8.0,VERY LOW,3.9,VERY LOW,1.7,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,98.1,91.9,76.4,54.8,37.1,25.3,QB_3_SEASON_GAME_BOOTSTRAP,1039,30,34.6,33.9,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
